age,sex,education_level,education_years,potential_experience,field_of_study,annual_wage,weeks_worked,hours_worked,hourly_wage
61,Male,BA,16,39,Education,223631.55514596644,49,36,126.77525801925535
32,Male,BA,16,10,Engineering,141622.60434708014,45,37,85.05862122947757
37,Male,BA,16,15,STEM (other),335926.23294065567,42,37,216.16874706605898
32,Male,PhD,20,6,Social Sciences,85065.89383567651,43,45,43.9617022406597
47,Female,BA,16,25,Business,211746.9134789915,43,41,120.10602012421526
25,Female,BA,16,3,Health,139324.14850791133,40,44,79.16144801585871
48,Female,BA,16,26,Business,226795.30974417485,42,37,145.94292776330428
59,Female,BA,16,37,Engineering,184848.76477016328,42,38,115.82002805148075
48,Male,BA,16,26,Engineering,175829.06058819615,40,32,137.36645358452824
41,Male,MA,18,17,Social Sciences,185320.78053160317,48,45,85.79665765351999
29,Male,PhD,20,3,Humanities,141396.93356936311,50,44,64.2713334406196
44,Female,BA,16,22,Health,189158.77691939785,40,33,143.30210372681654
45,Male,BA,16,23,STEM (other),241498.21656851048,48,49,102.67781316688371
64,Female,BA,16,42,Business,126239.85820734657,40,45,70.13325455963698
55,Male,BA,16,33,Business,167421.3062241162,41,39,104.70375623772121
60,Male,Prof,19,35,Business,171612.65670922952,41,40,104.64186384709117
35,Female,BA,16,13,Business,124587.82491197123,45,34,81.42995092285702
39,Female,BA,16,17,Business,207143.33402828182,46,40,112.57789892841403
43,Female,MA,18,19,Humanities,149611.19524045422,50,42,71.2434263049782
31,Female,BA,16,9,STEM (other),288790.7767255449,40,44,164.0856685940596
52,Female,MA,18,28,STEM (other),230411.4517067265,42,35,156.7424841542357
29,Female,BA,16,7,Business,120391.90365120761,41,45,65.25306430959762
29,Female,MA,18,5,Humanities,104490.85930880369,47,44,50.52749483017586
54,Male,Prof,19,29,Business,186103.34043410252,48,40,96.92882314276173
56,Female,MA,18,32,Engineering,228261.91903077494,41,49,113.61967099590589
32,Female,PhD,20,6,Humanities,172255.89436796957,41,31,135.52784765379195
34,Male,BA,16,12,Health,134294.60365601545,49,31,88.4098773245658
62,Female,BA,16,40,Business,137580.1700427874,48,41,69.90862298922123
56,Female,MA,18,32,Social Sciences,144072.88752322548,43,45,74.45627262182195
52,Male,BA,16,30,Business,155583.74714889293,44,48,73.66654694549855
41,Male,BA,16,19,Education,132661.89535929105,50,31,85.58831958663939
55,Male,BA,16,33,Social Sciences,232042.53181684276,48,46,105.09172636632371
32,Female,BA,16,10,STEM (other),90930.74097977807,45,43,46.992630997301326
64,Female,BA,16,42,Engineering,172069.21998887093,49,45,78.03592743259452
49,Male,BA,16,27,Social Sciences,165362.1185190558,51,34,95.3645435519353
33,Male,MA,18,9,Social Sciences,76979.02566056301,48,39,41.121274391326395
26,Male,BA,16,4,Social Sciences,75381.75247639212,48,46,34.14028644764136
39,Female,BA,16,17,Business,124571.28958010516,46,42,64.47789315740432
27,Male,BA,16,5,Education,71411.12066746726,51,45,31.115956717850658
60,Male,BA,16,38,Humanities,145971.5273478421,49,38,78.39502005791734
28,Female,Prof,19,3,STEM (other),131456.61039123073,48,33,82.99028433789819
38,Male,BA,16,16,Humanities,98697.42828637864,44,45,49.84718600322153
49,Male,BA,16,27,Humanities,154970.30361510522,44,40,88.05130887221888
34,Male,MA,18,10,Health,242055.52362612056,51,36,131.83852049352973
45,Male,BA,16,23,Humanities,214138.21607353067,47,46,99.04635341051372
60,Male,BA,16,38,Business,99386.19188738437,49,42,48.29261024654245
36,Female,BA,16,14,Social Sciences,154125.37216360503,43,33,108.61548425905922
51,Female,Prof,19,26,Business,209188.9130720178,48,43,101.35121757365204
64,Female,BA,16,42,Social Sciences,162453.4215193268,46,39,90.55374666629142
26,Female,BA,16,4,Business,94931.90175756674,46,39,52.916333198197734
37,Male,BA,16,15,STEM (other),159576.16152542367,42,39,97.42134403261518
56,Male,BA,16,34,Business,187554.02548728537,43,41,106.38345177951524
55,Male,BA,16,33,Engineering,166527.28898744093,46,31,116.77930504028116
40,Female,BA,16,18,Social Sciences,107655.30004783953,50,38,56.66068423570501
56,Female,BA,16,34,Engineering,173128.83290708152,50,34,101.84048994534207
56,Male,Prof,19,31,Engineering,269325.9888486539,44,37,165.43365408393976
58,Male,MA,18,34,Business,251726.61147849346,51,43,114.78641654286068
35,Male,BA,16,13,Social Sciences,163505.95541326384,42,36,108.13885940030677
34,Male,MA,18,10,Social Sciences,118390.4089995902,40,36,82.21556180527098
39,Female,BA,16,17,Humanities,129541.08521992552,46,38,74.10817232261185
41,Male,BA,16,19,Education,173191.08085841814,45,32,120.27158392945704
64,Female,MA,18,40,Social Sciences,262939.2953986915,49,43,124.79321091537328
42,Male,MA,18,18,Business,179503.52843926704,46,46,84.83153517923773
33,Female,MA,18,9,Business,138015.39039441056,41,47,71.62189434063859
49,Female,BA,16,27,Humanities,144341.49587889962,51,41,69.02988803390704
64,Female,Prof,19,39,Engineering,174990.63866479075,43,43,94.6406915439647
38,Male,BA,16,16,Engineering,156110.1531031832,41,42,90.65630261508896
49,Male,Prof,19,24,Humanities,210612.64498470488,47,43,104.21209548971048
46,Male,PhD,20,20,Social Sciences,243429.86197270852,46,38,139.26193476699572
54,Male,BA,16,32,Engineering,182502.60368879524,40,48,95.05343942124752
44,Female,MA,18,20,Business,201857.132303002,41,31,158.81757065539102
45,Female,BA,16,23,STEM (other),138027.04150982242,41,40,84.1628301889161
56,Male,BA,16,34,Humanities,172378.45259755847,43,46,87.14785267823987
45,Male,BA,16,23,Education,134491.13554978726,42,31,103.29580303363076
59,Male,BA,16,37,Social Sciences,148125.4108429769,40,48,77.14865148071713
56,Female,Prof,19,31,Social Sciences,184403.73580986183,51,36,100.43776460232125
54,Female,MA,18,30,STEM (other),215589.59149570976,41,47,111.87835573207563
63,Male,BA,16,41,STEM (other),159059.99013975728,50,42,75.74285244750347
36,Male,MA,18,12,Business,195056.18237663424,48,34,119.51971959352588
42,Female,PhD,20,16,Humanities,142602.3028136327,40,47,75.8522887306557
45,Female,BA,16,23,Business,271166.7512259631,48,45,125.54016260461256
37,Male,PhD,20,11,Business,284066.35977954936,46,44,140.34899198594337
45,Female,BA,16,23,Education,105359.85424786735,41,37,69.45277142245705
32,Female,MA,18,8,Social Sciences,132258.19064268985,41,44,73.31385290614736
64,Female,BA,16,42,STEM (other),148212.60075975503,44,30,112.28227330284473
31,Female,BA,16,9,Engineering,125920.46179887075,44,46,62.21366689667527
47,Male,BA,16,25,Social Sciences,283715.779689981,43,44,149.9554860940703
56,Female,MA,18,32,STEM (other),201456.46347499665,51,43,91.86341243729898
35,Male,BA,16,13,STEM (other),163843.63569744342,49,43,77.76157365801775
46,Male,BA,16,24,Business,200144.80092744622,49,39,104.73301984691064
46,Male,BA,16,24,Social Sciences,114029.35431876927,51,31,72.12482879112541
49,Male,Prof,19,24,Health,159192.8051639288,42,35,108.29442528158422
46,Male,BA,16,24,Business,118491.11864173601,43,46,59.90450891897675
52,Male,BA,16,30,STEM (other),143517.00082759748,49,34,86.14465835990245
53,Female,BA,16,31,STEM (other),79888.8016373184,43,34,54.643503171900406
37,Female,BA,16,15,Business,172538.3345842389,41,44,95.64209234159584
42,Male,MA,18,18,Engineering,373942.8107894903,44,44,193.15227830035656
26,Male,MA,18,2,Engineering,134853.76144280357,44,49,62.54812682875861
53,Female,BA,16,31,STEM (other),122825.42806564187,44,40,69.78717503729652
45,Male,BA,16,23,Business,138658.1853176405,50,34,81.56363842214148
39,Female,MA,18,15,Social Sciences,135582.68390147743,50,30,90.38845593431829
51,Male,BA,16,29,Social Sciences,118198.95782122946,49,40,60.30559072511707
55,Female,MA,18,31,Health,258190.97196862,40,40,161.3693574803875
39,Male,MA,18,15,Engineering,242335.40419321254,45,35,153.8637486941032
47,Female,MA,18,23,Business,139520.170592868,50,37,75.4163084285773
48,Female,BA,16,26,STEM (other),226822.78603921586,41,31,178.46009916539407
37,Female,BA,16,15,STEM (other),243541.7827222909,46,44,120.32696774816743
46,Female,PhD,20,20,Humanities,305824.73688472185,43,38,187.16324166751642
61,Male,BA,16,39,Engineering,459072.5818464391,44,44,237.12426748266483
57,Female,MA,18,33,Business,160492.45404757396,44,37,98.5825884813108
27,Male,BA,16,5,Health,245798.19382017892,44,45,124.14050192938329
43,Female,MA,18,19,Business,167232.1228431669,41,43,94.85656428994152
47,Male,BA,16,25,STEM (other),151336.38651874327,44,44,78.1696211357145
53,Female,BA,16,31,Health,187497.67277770845,42,49,91.1067409026766
54,Female,BA,16,32,Engineering,166205.72375542097,43,42,92.02974737287983
63,Male,MA,18,39,STEM (other),244534.88146352684,41,38,156.95435267235356
49,Male,MA,18,25,STEM (other),142768.08987803452,43,30,110.67293788994924
61,Male,BA,16,39,Engineering,180913.48623544263,48,35,107.68659894966824
32,Female,BA,16,10,Social Sciences,172073.10082592216,47,37,98.94945418396904
40,Male,MA,18,16,Business,172694.87925079637,50,49,70.48770581665158
32,Female,BA,16,10,Social Sciences,122085.72440481548,51,47,50.93271773250542
25,Female,BA,16,3,Business,119035.56362236783,42,47,60.301703962699
29,Female,BA,16,7,Health,159819.20535565415,40,46,86.85826378024682
27,Female,BA,16,5,STEM (other),70857.95982284428,40,45,39.365533234913485
25,Male,BA,16,3,Social Sciences,111296.95913495016,45,42,58.887279965582096
28,Female,BA,16,6,Engineering,116769.62530408712,42,33,84.24936890626776
64,Female,BA,16,42,Health,171371.90700545762,43,33,120.76949049010403
59,Female,BA,16,37,Business,244405.7543799906,40,43,142.09636882557592
56,Male,BA,16,34,Humanities,97552.30791643301,47,34,61.04650057348749
58,Female,BA,16,36,Social Sciences,119205.79730825138,40,45,66.22544294902855
49,Male,BA,16,27,Business,97926.35661845944,44,43,51.75811660595108
34,Female,MA,18,10,Business,128701.66331496004,45,43,66.51248750127134
45,Female,BA,16,23,Humanities,195190.19151524952,41,43,110.71479949815628
63,Female,BA,16,41,Business,166912.3066262624,46,43,84.38438150973832
51,Female,BA,16,29,Humanities,92351.98976463033,46,48,41.82608232093765
51,Male,BA,16,29,Business,153230.15890806052,40,32,119.71106164692227
26,Female,BA,16,4,Business,68462.50409822258,43,46,34.61198387169999
37,Female,BA,16,15,Social Sciences,94602.97185276773,51,43,43.13861005598164
33,Male,Prof,19,8,STEM (other),183183.86845845994,43,39,109.23307600385208
60,Female,BA,16,38,STEM (other),130801.73757220733,44,42,70.78016102392172
46,Male,PhD,20,20,Business,309833.4864175178,40,33,234.72233819508926
50,Female,BA,16,28,Social Sciences,156101.8429660946,40,40,97.56365185380913
36,Male,BA,16,14,Engineering,162442.34392590518,46,44,80.25807506220612
41,Female,BA,16,19,Social Sciences,131911.70941623327,48,44,62.458195746322566
38,Male,BA,16,16,Social Sciences,170800.98914435206,40,31,137.7427331809291
38,Male,BA,16,16,STEM (other),199057.29290851575,41,40,121.37639811494863
58,Male,MA,18,34,STEM (other),244486.72833213682,45,31,175.25930346389737
44,Male,BA,16,22,Social Sciences,177910.64907797135,45,34,116.28146998560219
35,Female,Prof,19,10,Social Sciences,139577.19537084945,41,42,81.0552818646048
40,Male,MA,18,16,Humanities,160984.10333993036,48,30,111.79451620828497
55,Female,BA,16,33,Humanities,126151.22533731477,43,36,81.49303962358834
30,Female,BA,16,8,Engineering,134897.36198248656,46,36,81.45975965126
43,Female,BA,16,21,Business,150694.04604735094,45,39,85.86555330333387
61,Female,BA,16,39,Social Sciences,138723.0027919585,50,35,79.27028730969057
28,Male,BA,16,6,Business,93122.06707446068,50,49,38.00900696916762
28,Male,BA,16,6,Business,131756.0032931152,42,41,76.51335847451521
44,Male,BA,16,22,Engineering,271789.12635428447,47,42,137.6844611723832
34,Male,BA,16,12,Health,184412.5398838263,46,40,100.22420645860126
48,Female,PhD,20,22,Business,156784.94985377675,48,47,69.49687493518474
59,Male,MA,18,35,Engineering,341724.766397283,42,31,262.4614181238733
50,Female,Prof,19,25,Business,198700.20286777915,40,45,110.38900159321064
61,Male,BA,16,39,Humanities,163999.7044291907,41,31,129.0320255147055
62,Female,BA,16,40,Humanities,103583.71448765685,51,48,42.313608859336945
45,Male,BA,16,23,Social Sciences,158767.15504025112,50,35,90.7240885944292
64,Male,BA,16,42,Social Sciences,170368.1486554031,51,30,111.3517311473223
63,Female,BA,16,41,STEM (other),116543.34727813856,40,40,72.83959204883661
45,Male,MA,18,21,Business,230470.9607850436,50,47,98.07274927023131
34,Female,MA,18,10,Business,227244.20299728974,44,39,132.42669172336232
62,Female,BA,16,40,Business,165645.5620586508,49,47,71.9259930780073
28,Male,BA,16,6,Business,172206.6415846245,41,30,140.00539966229636
44,Female,BA,16,22,Social Sciences,141873.62165510145,42,48,70.37382026542731
41,Male,BA,16,19,STEM (other),214974.64271934662,47,45,101.64285707770526
31,Female,BA,16,9,Health,61440.776753542945,49,36,34.83037230926471
28,Male,BA,16,6,Social Sciences,214064.64627745372,44,44,110.57058175488312
53,Female,BA,16,31,STEM (other),294206.58615948807,43,30,228.0671210538667
38,Male,PhD,20,12,Engineering,190653.39044263712,44,38,114.02714739392172
27,Male,BA,16,5,Business,61290.08062870754,49,31,40.34896683917547
48,Male,MA,18,24,Health,207069.24029419254,45,46,100.03344941748432
61,Male,BA,16,39,Health,108469.28625278467,51,39,54.53458333473337
40,Male,BA,16,18,Engineering,196625.47601134967,46,35,122.12762485176998
28,Female,BA,16,6,Social Sciences,117227.25915752725,48,34,71.83042840534758
48,Female,BA,16,26,Health,124489.79819235762,40,37,84.11472850834974
58,Male,BA,16,36,Education,204575.03512322475,43,37,128.58267449605577
54,Male,MA,18,30,Health,253133.52893716056,51,34,145.98242729940054
42,Male,MA,18,18,Business,244836.76475986262,51,41,117.0907531132772
43,Male,BA,16,21,Engineering,181327.00018336315,48,36,104.93460658759442
55,Male,BA,16,33,Social Sciences,106079.36081754336,44,42,57.402251524644676
43,Male,Prof,19,18,Engineering,293303.0581664079,47,42,148.58310950679225
43,Female,BA,16,21,STEM (other),158623.47328020012,51,46,67.61443873836322
46,Female,BA,16,24,Social Sciences,101464.67192675803,40,33,76.86717570208943
48,Male,BA,16,26,Business,260409.796556159,43,47,128.851952773953
36,Male,MA,18,12,Humanities,234080.94566095373,51,39,117.68775548564793
54,Female,PhD,20,28,Social Sciences,216907.34533252928,51,32,132.90891258120666
62,Male,BA,16,40,Business,333612.8094565166,48,41,169.5187039921324
55,Female,Prof,19,30,Humanities,181206.83970290585,40,30,151.00569975242155
60,Female,MA,18,36,Humanities,145548.2941023311,40,40,90.96768381395694
43,Female,BA,16,21,Education,110886.50322737402,43,47,54.867146574653155
60,Male,BA,16,38,Engineering,319567.79537839594,42,42,181.16088173378455
54,Female,BA,16,32,Health,134801.2614809266,46,46,63.70570013276304
57,Female,PhD,20,31,Humanities,238943.1157074231,50,37,129.15844092293142
42,Female,BA,16,20,Engineering,150580.1605301295,42,49,73.16820239559257
52,Female,MA,18,28,Business,180143.30846179803,40,48,93.82463982385315
35,Male,BA,16,13,Humanities,148401.231498867,51,46,63.25713192620077
57,Male,MA,18,33,Engineering,207438.24214027866,50,31,133.8311239614701
41,Female,BA,16,19,Humanities,109311.99218044558,49,32,69.71428072732499
30,Female,BA,16,8,Social Sciences,155040.46233428712,41,32,118.17108409625543
28,Female,MA,18,4,Social Sciences,183435.64710018793,49,35,106.95956099136322
44,Female,MA,18,20,Engineering,253572.97768178192,43,39,151.20630750255333
51,Male,Prof,19,26,Humanities,141205.14870780954,40,47,75.10912165309018
39,Male,BA,16,17,Social Sciences,118588.8147287443,40,47,63.07915677060867
30,Male,MA,18,6,Social Sciences,124539.04735926977,51,43,56.78935128101676
38,Male,BA,16,16,Education,134952.6180731473,47,45,63.80738443174814
35,Female,BA,16,13,Education,85156.0067667036,46,36,51.42270940018334
63,Male,BA,16,41,STEM (other),226004.76946834158,47,30,160.2870705449231
33,Female,BA,16,11,Social Sciences,123383.66396270596,43,46,62.377989869922125
50,Female,BA,16,28,Social Sciences,95309.76062703287,45,34,62.29396119413913
40,Male,PhD,20,14,STEM (other),156956.19854744326,42,30,124.56841154558988
29,Male,BA,16,7,Health,96699.2956845479,50,46,42.04317203675996
34,Female,MA,18,10,Business,148470.66763154487,47,39,80.99872756767314
27,Female,BA,16,5,Engineering,215730.15832140294,43,41,122.36537624583264
37,Female,BA,16,15,Humanities,122571.69362349423,42,49,59.55864607555599
54,Male,BA,16,32,Social Sciences,125915.76530343469,43,31,94.46043908734785
30,Male,Prof,19,5,Education,123153.79772666372,45,45,60.81669023538949
41,Male,Prof,19,16,Social Sciences,154936.97119709064,50,44,70.42589599867756
43,Male,Prof,19,18,Business,218169.48020492017,46,42,112.92416159674957
59,Female,PhD,20,33,Health,279503.55932474637,46,47,129.28009219460978
50,Female,BA,16,28,Engineering,279950.8116854468,51,49,112.02513472806996
29,Male,BA,16,7,Social Sciences,106224.92418894195,43,43,57.4499319572428
53,Male,MA,18,29,Social Sciences,307763.8842184686,47,47,139.32271807083234
61,Male,BA,16,39,Social Sciences,208940.91732578754,46,31,146.5223824164008
44,Female,BA,16,22,Education,109904.61547540825,41,31,86.47097991770909
45,Male,BA,16,23,Humanities,254118.68476571867,47,32,168.96189146656826
34,Female,BA,16,12,Humanities,117207.17260819286,48,34,71.81812047070642
29,Male,BA,16,7,Engineering,101728.48677959341,44,45,51.37802362605728
60,Female,BA,16,38,Business,290533.4268806169,43,44,153.55889370011465
30,Male,BA,16,8,Social Sciences,205856.2267193849,43,41,116.76473438422286
50,Male,BA,16,28,STEM (other),183449.08111972502,43,38,112.26993948575583
28,Female,BA,16,6,Humanities,76673.00133153072,45,43,39.624290093814324
63,Female,BA,16,41,Humanities,127987.45275736894,50,45,56.88331233660842
63,Male,MA,18,39,Business,255715.17802922818,43,40,148.67161513327218
59,Male,BA,16,37,Social Sciences,236087.31549888352,46,35,146.6380841607972
25,Male,BA,16,3,Social Sciences,110829.27123855313,46,39,61.77774316530275
48,Male,MA,18,24,Business,205852.8686104429,44,37,126.44525098921555
60,Female,BA,16,38,Engineering,306509.34739117255,44,45,154.80270070261238
